title,url,page_count,published_date,system,modified_date,price,softcover,hardcover,premium,pdf,color,product,Greg Stafford,number of authors,number of artists
Regency Cthulhu,https://www.drivethrurpg.com/en/product/414701/regency-cthulhu,244.0,11/7/22,Call of Cthulhu,"May 15, 2023",22.99,0,0,0,1,0,PDF,0,2,17
"Ghatanothoa, the Forgotten One",https://www.drivethrurpg.com/en/product/475327/ghatanothoa-the-forgotten-one,15.0,3/24/24,Call of Cthulhu,"Apr 5, 2024",3.0,0,0,0,1,0,PDF,0,1,1
The Pharaoh's Sacrifice,https://www.drivethrurpg.com/en/product/403854/the-pharaoh-s-sacrifice,50.0,7/28/22,Call of Cthulhu,"Jul 30, 2022",3.95,0,0,0,1,0,PDF,0,1,0
The Grindhouse: Ultimate Collection - Vol. 1-3,https://www.drivethrurpg.com/en/product/406202/the-grindhouse-ultimate-collection-vol-1-3,140.0,8/11/22,Call of Cthulhu,"Oct 25, 2022",8.95,0,0,0,1,0,PDF,0,2,1
The Grindhouse: Ultimate Collection - Vol. 1-3,https://www.drivethrurpg.com/en/product/406202/the-grindhouse-ultimate-collection-vol-1-3,140.0,8/11/22,Call of Cthulhu,"Oct 25, 2022",24.95,1,0,1,0,1,"Softcover, Premium Color Book (6"" x 9"")",0,2,1
The Grindhouse: Ultimate Collection - Vol. 1-3,https://www.drivethrurpg.com/en/product/406202/the-grindhouse-ultimate-collection-vol-1-3,140.0,8/11/22,Call of Cthulhu,"Oct 25, 2022",28.95,0,1,1,0,1,"Hardcover, Premium Color Book (6"" x 9"")",0,2,1
The Grindhouse: Ultimate Collection - Vol. 1-3,https://www.drivethrurpg.com/en/product/406202/the-grindhouse-ultimate-collection-vol-1-3,140.0,8/11/22,Call of Cthulhu,"Oct 25, 2022",33.9,1,0,1,1,1,"PDF + Softcover, Premium Color Book (6"" x 9"")",0,2,1
The Grindhouse: Ultimate Collection - Vol. 1-3,https://www.drivethrurpg.com/en/product/406202/the-grindhouse-ultimate-collection-vol-1-3,140.0,8/11/22,Call of Cthulhu,"Oct 25, 2022",37.9,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (6"" x 9"")",0,2,1
Saturday the 14th,https://www.drivethrurpg.com/en/product/405700/saturday-the-14th,27.0,8/7/22,Call of Cthulhu,"Oct 2, 2023",5.0,0,0,0,1,0,PDF,0,1,1
Saturday the 14th,https://www.drivethrurpg.com/en/product/405700/saturday-the-14th,27.0,8/7/22,Call of Cthulhu,"Oct 2, 2023",7.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,1
Saturday the 14th,https://www.drivethrurpg.com/en/product/405700/saturday-the-14th,27.0,8/7/22,Call of Cthulhu,"Oct 2, 2023",12.99,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,1
Lights in the Trees,https://www.drivethrurpg.com/en/product/477685/lights-in-the-trees,43.0,4/16/24,Call of Cthulhu,"Apr 18, 2024",5.99,0,0,0,1,0,PDF,0,1,1
[Korean] 겨울성의 마왕,https://www.drivethrurpg.com/en/product/473092/korean,73.0,3/5/24,Call of Cthulhu,"Mar 5, 2024",7.0,0,0,0,1,0,PDF,0,1,1
Full Fathom Five: Call of Cthulhu,https://www.drivethrurpg.com/en/product/323755/full-fathom-five-call-of-cthulhu,60.0,8/1/20,Call of Cthulhu,"Aug 16, 2020",6.99,0,0,0,1,0,PDF,0,1,2
Full Fathom Five: Call of Cthulhu,https://www.drivethrurpg.com/en/product/323755/full-fathom-five-call-of-cthulhu,60.0,8/1/20,Call of Cthulhu,"Aug 16, 2020",11.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,2
Full Fathom Five: Call of Cthulhu,https://www.drivethrurpg.com/en/product/323755/full-fathom-five-call-of-cthulhu,60.0,8/1/20,Call of Cthulhu,"Aug 16, 2020",18.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,2
The Excursion,https://www.drivethrurpg.com/en/product/461968/the-excursion,23.0,11/28/23,Call of Cthulhu,"Nov 29, 2023",3.99,0,0,0,1,0,PDF,0,1,1
Basic Solo Roleplaying System,https://www.drivethrurpg.com/en/product/453576/basic-solo-roleplaying-system,40.0,9/19/23,"Call of Cthulhu, Basic Roleplaying","Sep 19, 2023",4.95,0,0,0,1,0,PDF,0,1,0
A Chill in Abashiri - A 1920s Taisho-Era Japan Scenario,https://www.drivethrurpg.com/en/product/418947/a-chill-in-abashiri-a-1920s-taisho-era-japan-scenario,39.0,12/5/22,Call of Cthulhu,"Oct 13, 2023",4.95,0,0,0,1,0,PDF,0,1,4
A Chill in Abashiri - A 1920s Taisho-Era Japan Scenario,https://www.drivethrurpg.com/en/product/418947/a-chill-in-abashiri-a-1920s-taisho-era-japan-scenario,39.0,12/5/22,Call of Cthulhu,"Oct 13, 2023",7.95,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,4
A Chill in Abashiri - A 1920s Taisho-Era Japan Scenario,https://www.drivethrurpg.com/en/product/418947/a-chill-in-abashiri-a-1920s-taisho-era-japan-scenario,39.0,12/5/22,Call of Cthulhu,"Oct 13, 2023",12.9,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,4
The Hidden People,https://www.drivethrurpg.com/en/product/463227/the-hidden-people,39.0,12/9/23,Call of Cthulhu,"Dec 9, 2023",2.99,0,0,0,1,0,PDF,0,1,2
Malleus Monstrorum - Cthulhu Mythos Bestiary,https://www.drivethrurpg.com/en/product/315777/malleus-monstrorum-cthulhu-mythos-bestiary,480.0,6/14/20,Call of Cthulhu,"Nov 30, 2021",39.99,0,0,0,1,0,Watermarked PDF,0,3,1
The Castle of Greed,https://www.drivethrurpg.com/en/product/418316/the-castle-of-greed,42.0,12/1/22,Call of Cthulhu,"Sep 5, 2023",4.99,0,0,0,1,0,PDF,0,2,2
The Castle of Greed,https://www.drivethrurpg.com/en/product/418316/the-castle-of-greed,42.0,12/1/22,Call of Cthulhu,"Sep 5, 2023",7.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,2,2
The Castle of Greed,https://www.drivethrurpg.com/en/product/418316/the-castle-of-greed,42.0,12/1/22,Call of Cthulhu,"Sep 5, 2023",12.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,2,2
Pulp Cthulhu (7th edition Call of Cthulhu),https://www.drivethrurpg.com/en/product/199600/pulp-cthulhu-7th-edition-call-of-cthulhu,272.0,12/1/16,Call of Cthulhu,"Jan 28, 2022",22.5,0,0,0,1,0,Watermarked PDF,0,9,8
The Idol of Thoth,https://www.drivethrurpg.com/en/product/229639/the-idol-of-thoth,22.0,12/24/17,Call of Cthulhu,"May 29, 2018",3.95,0,0,0,1,0,PDF,0,1,4
The Idol of Thoth,https://www.drivethrurpg.com/en/product/229639/the-idol-of-thoth,22.0,12/24/17,Call of Cthulhu,"May 29, 2018",6.95,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,4
The Idol of Thoth,https://www.drivethrurpg.com/en/product/229639/the-idol-of-thoth,22.0,12/24/17,Call of Cthulhu,"May 29, 2018",10.9,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,4
Alone Against the Dark,https://www.drivethrurpg.com/en/product/229634/alone-against-the-dark,102.0,12/24/17,Call of Cthulhu,"Sep 23, 2020",6.95,0,0,0,1,0,PDF,0,2,3
Safe Space,https://www.drivethrurpg.com/en/product/416790/safe-space,17.0,11/14/22,Call of Cthulhu,"Jan 20, 2023",5.99,0,0,0,1,0,PDF,0,1,1
Safe Space,https://www.drivethrurpg.com/en/product/416790/safe-space,17.0,11/14/22,Call of Cthulhu,"Jan 20, 2023",8.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,1
Safe Space,https://www.drivethrurpg.com/en/product/416790/safe-space,17.0,11/14/22,Call of Cthulhu,"Jan 20, 2023",14.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,1
TDM111: Mythras Companion,https://www.drivethrurpg.com/en/product/274910/tdm111-mythras-companion,56.0,5/28/19,"BRP (Basic Roleplaying), d100 / d100 Lite, Legend","Feb 5, 2022",5.99,0,0,0,1,0,Watermarked PDF,0,2,5
