title,url,page_count,published_date,system,modified_date,price,softcover,hardcover,premium,pdf,color,product,Greg Stafford,number of authors,number of artists
FlexTale Adventure Generator: Dungeons,https://www.drivethrurpg.com/en/product/481319/flextale-adventure-generator-dungeons,536.0,5/17/24,"Any system / system-agnostic, 5e-compatible, Pathfinder / Starfinder","May 17, 2024",19.99,0,0,0,1,0,PDF,0,1,2
Baptism of Fire,https://www.drivethrurpg.com/en/product/470760/baptism-of-fire,380.0,4/27/24,"Dungeons & Dragons, Other OSR Games","Mar 31, 2024",11.99,0,0,0,1,0,PDF,0,1,3
Baptism of Fire,https://www.drivethrurpg.com/en/product/470760/baptism-of-fire,380.0,4/27/24,"Dungeons & Dragons, Other OSR Games","Mar 31, 2024",69.99,1,0,1,0,1,"Softcover, Premium Color Book (8.5"" x 11"")",0,1,3
Baptism of Fire,https://www.drivethrurpg.com/en/product/470760/baptism-of-fire,380.0,4/27/24,"Dungeons & Dragons, Other OSR Games","Mar 31, 2024",74.99,0,1,1,0,1,"Hardcover, Premium Color Book (8.5"" x 11"")",0,1,3
Baptism of Fire,https://www.drivethrurpg.com/en/product/470760/baptism-of-fire,380.0,4/27/24,"Dungeons & Dragons, Other OSR Games","Mar 31, 2024",39.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,3
Baptism of Fire,https://www.drivethrurpg.com/en/product/470760/baptism-of-fire,380.0,4/27/24,"Dungeons & Dragons, Other OSR Games","Mar 31, 2024",44.99,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 11"")",0,1,3
Baptism of Fire,https://www.drivethrurpg.com/en/product/470760/baptism-of-fire,380.0,4/27/24,"Dungeons & Dragons, Other OSR Games","Mar 31, 2024",81.98,1,0,1,1,1,"PDF + Softcover, Premium Color Book (8.5"" x 11"")",0,1,3
Baptism of Fire,https://www.drivethrurpg.com/en/product/470760/baptism-of-fire,380.0,4/27/24,"Dungeons & Dragons, Other OSR Games","Mar 31, 2024",86.98,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (8.5"" x 11"")",0,1,3
Baptism of Fire,https://www.drivethrurpg.com/en/product/470760/baptism-of-fire,380.0,4/27/24,"Dungeons & Dragons, Other OSR Games","Mar 31, 2024",51.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,3
Baptism of Fire,https://www.drivethrurpg.com/en/product/470760/baptism-of-fire,380.0,4/27/24,"Dungeons & Dragons, Other OSR Games","Mar 31, 2024",56.98,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 11"")",0,1,3
The Spell Saying Guide,https://www.drivethrurpg.com/en/product/464773/the-spell-saying-guide,9.0,12/22/23,"Any system / system-agnostic, 5e-compatible","Dec 22, 2023",0.99,0,0,0,1,0,PDF,0,1,1
OLDSKULL UNDERWORLD GENERATOR 1: Rats in the Walls,https://www.drivethrurpg.com/en/product/479835/oldskull-underworld-generator-1-rats-in-the-walls,260.0,5/4/24,"Dungeons & Dragons, Old-School Essentials","May 4, 2024",4.99,0,0,0,1,0,PDF,0,1,1
Return of the Lazy Dungeon Master,https://www.drivethrurpg.com/en/product/251431/return-of-the-lazy-dungeon-master,100.0,9/6/18,Dungeons & Dragons,"Apr 13, 2022",7.99,0,0,0,0,0,Multiple Formats,0,1,2
Return of the Lazy Dungeon Master,https://www.drivethrurpg.com/en/product/251431/return-of-the-lazy-dungeon-master,100.0,9/6/18,Dungeons & Dragons,"Apr 13, 2022",39.99,0,1,1,0,1,"Hardcover, Premium Color Book (8.5"" x 11"")",0,1,2
Return of the Lazy Dungeon Master,https://www.drivethrurpg.com/en/product/251431/return-of-the-lazy-dungeon-master,100.0,9/6/18,Dungeons & Dragons,"Apr 13, 2022",19.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,2
Return of the Lazy Dungeon Master,https://www.drivethrurpg.com/en/product/251431/return-of-the-lazy-dungeon-master,100.0,9/6/18,Dungeons & Dragons,"Apr 13, 2022",47.98,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (8.5"" x 11"")",0,1,2
Return of the Lazy Dungeon Master,https://www.drivethrurpg.com/en/product/251431/return-of-the-lazy-dungeon-master,100.0,9/6/18,Dungeons & Dragons,"Apr 13, 2022",27.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,2
Tales of the Valiant Player's Guide,https://www.drivethrurpg.com/en/product/480452/tales-of-the-valiant-player-s-guide,387.0,5/10/24,"5e-compatible, Black Flag Roleplaying","May 8, 2024",34.99,0,0,0,1,0,PDF,0,4,15
Essential NPCs,https://www.drivethrurpg.com/en/product/476038/essential-npcs,223.0,4/1/24,Dungeons & Dragons,"Apr 6, 2024",19.99,0,0,0,1,0,PDF,0,2,1
The Secret World Character Sheet 5e,https://www.drivethrurpg.com/en/product/481496/the-secret-world-character-sheet-5e,4.0,5/17/24,Dungeons & Dragons,"May 17, 2024",,0,0,0,1,0,PDF,0,1,1
"Deck of Ensorcelled Weapons, For Use With 5E Ampersand Campaigns",https://www.drivethrurpg.com/en/product/478852/deck-of-ensorcelled-weapons-for-use-with-5e-ampersand-campaigns,52.0,5/16/24,5e-compatible,"May 16, 2024",4.95,0,0,0,1,0,PDF,0,1,0
"Deck of Ensorcelled Weapons, For Use With 5E Ampersand Campaigns",https://www.drivethrurpg.com/en/product/478852/deck-of-ensorcelled-weapons-for-use-with-5e-ampersand-campaigns,52.0,5/16/24,5e-compatible,"May 16, 2024",19.95,0,0,1,0,0,Premium US Poker Card(s) in Tuckbox,0,1,0
"Deck of Ensorcelled Weapons, For Use With 5E Ampersand Campaigns",https://www.drivethrurpg.com/en/product/478852/deck-of-ensorcelled-weapons-for-use-with-5e-ampersand-campaigns,52.0,5/16/24,5e-compatible,"May 16, 2024",24.9,0,0,1,1,0,PDF + Premium US Poker Card(s) in Tuckbox,0,1,0
The Theory of Magic,https://www.drivethrurpg.com/en/product/409456/the-theory-of-magic,47.0,9/11/22,5e-compatible,"Sep 21, 2022",9.99,0,0,0,1,0,PDF,0,1,0
Deathbringer RPG,https://www.drivethrurpg.com/en/product/396879/deathbringer-rpg,4.0,5/17/22,"Other systems, Dungeons & Dragons, Old-School Revival (OSR)","May 28, 2022",3.99,0,0,0,1,0,PDF,0,1,1
Tales of the Valiant Monster Vault,https://www.drivethrurpg.com/en/product/480454/tales-of-the-valiant-monster-vault,387.0,5/10/24,"5e-compatible, Black Flag Roleplaying","May 8, 2024",34.99,0,0,0,1,0,PDF,0,10,14
Ancestry & Culture: An Alternative to Race in 5e,https://www.drivethrurpg.com/en/product/314622/ancestry-culture-an-alternative-to-race-in-5e,70.0,6/8/20,5e-compatible,"Aug 13, 2020",9.99,0,0,0,1,0,PDF,0,2,4
Ancestry & Culture: An Alternative to Race in 5e,https://www.drivethrurpg.com/en/product/314622/ancestry-culture-an-alternative-to-race-in-5e,70.0,6/8/20,5e-compatible,"Aug 13, 2020",14.95,1,0,0,0,0,"Softcover, B&W Book (5.5"" x 8.5"")",0,2,4
Ancestry & Culture: An Alternative to Race in 5e,https://www.drivethrurpg.com/en/product/314622/ancestry-culture-an-alternative-to-race-in-5e,70.0,6/8/20,5e-compatible,"Aug 13, 2020",19.94,1,0,0,1,0,"PDF + Softcover, B&W Book (5.5"" x 8.5"")",0,2,4
Falkrest Abbey,https://www.drivethrurpg.com/en/product/409280/falkrest-abbey,42.0,9/6/22,"Basic/BECMI or OD&D, Labyrinth Lord, Old-School Essentials","Sep 12, 2022",6.99,0,0,0,1,0,PDF,0,2,1
"Multiclasser's Manual, Volume 1 (A5E)",https://www.drivethrurpg.com/en/product/480800/multiclasser-s-manual-volume-1-a5e,148.0,5/11/24,"5e-compatible, Level Up: Advanced 5th Edition","May 19, 2024",25.0,0,0,0,1,0,PDF,0,1,0
Chains of Asmodeus,https://www.drivethrurpg.com/en/product/457996/chains-of-asmodeus,286.0,10/30/23,5e,"Dec 6, 2023",29.99,0,0,0,1,0,PDF,0,2,7
Chains of Asmodeus,https://www.drivethrurpg.com/en/product/457996/chains-of-asmodeus,286.0,10/30/23,5e,"Dec 6, 2023",64.99,1,0,1,0,1,"Softcover, Premium Color Book (8.5"" x 11"")",0,2,7
Chains of Asmodeus,https://www.drivethrurpg.com/en/product/457996/chains-of-asmodeus,286.0,10/30/23,5e,"Dec 6, 2023",74.99,0,1,1,0,1,"Hardcover, Premium Color Book (8.5"" x 11"")",0,2,7
Chains of Asmodeus,https://www.drivethrurpg.com/en/product/457996/chains-of-asmodeus,286.0,10/30/23,5e,"Dec 6, 2023",34.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,2,7
Chains of Asmodeus,https://www.drivethrurpg.com/en/product/457996/chains-of-asmodeus,286.0,10/30/23,5e,"Dec 6, 2023",59.99,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 11"")",0,2,7
Chains of Asmodeus,https://www.drivethrurpg.com/en/product/457996/chains-of-asmodeus,286.0,10/30/23,5e,"Dec 6, 2023",94.98,1,0,1,1,1,"PDF + Softcover, Premium Color Book (8.5"" x 11"")",0,2,7
Chains of Asmodeus,https://www.drivethrurpg.com/en/product/457996/chains-of-asmodeus,286.0,10/30/23,5e,"Dec 6, 2023",104.98,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (8.5"" x 11"")",0,2,7
Chains of Asmodeus,https://www.drivethrurpg.com/en/product/457996/chains-of-asmodeus,286.0,10/30/23,5e,"Dec 6, 2023",64.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,2,7
Chains of Asmodeus,https://www.drivethrurpg.com/en/product/457996/chains-of-asmodeus,286.0,10/30/23,5e,"Dec 6, 2023",89.98,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 11"")",0,2,7
"DM Yourself - solo roleplay for 5e, D&D and OSR adventures",https://www.drivethrurpg.com/en/product/331912/dm-yourself-solo-roleplay-for-5e-d-d-and-osr-adventures,64.0,11/3/20,"Dungeons & Dragons, Old-School Revival (OSR)","Dec 21, 2020",6.95,0,0,0,1,0,PDF,0,1,2
"DM Yourself - solo roleplay for 5e, D&D and OSR adventures",https://www.drivethrurpg.com/en/product/331912/dm-yourself-solo-roleplay-for-5e-d-d-and-osr-adventures,64.0,11/3/20,"Dungeons & Dragons, Old-School Revival (OSR)","Dec 21, 2020",10.95,1,0,0,0,0,"Softcover, B&W Book (5.827"" x 8.268"" (A5))",0,1,2
"DM Yourself - solo roleplay for 5e, D&D and OSR adventures",https://www.drivethrurpg.com/en/product/331912/dm-yourself-solo-roleplay-for-5e-d-d-and-osr-adventures,64.0,11/3/20,"Dungeons & Dragons, Old-School Revival (OSR)","Dec 21, 2020",17.9,1,0,0,1,0,"PDF + Softcover, B&W Book (5.827"" x 8.268"" (A5))",0,1,2
GRIMROOK - City of Oldskull,https://www.drivethrurpg.com/en/product/476204/grimrook-city-of-oldskull,522.0,4/1/24,"Labyrinth Lord, Dungeons & Dragons, Old-School Essentials, Shadowdark RPG, Dragonslayer","Apr 2, 2024",9.99,0,0,0,1,0,PDF,0,1,1
Five Torches Deep,https://www.drivethrurpg.com/en/product/264584/five-torches-deep,48.0,9/14/19,"Basic/BECMI or OD&D, 5e-compatible, Old-School Revival (OSR)","Sep 14, 2019",10.0,0,0,0,1,0,Watermarked PDF,0,2,3
Five Torches Deep,https://www.drivethrurpg.com/en/product/264584/five-torches-deep,48.0,9/14/19,"Basic/BECMI or OD&D, 5e-compatible, Old-School Revival (OSR)","Sep 14, 2019",21.7,1,0,1,0,1,"Softcover, Premium Color Book (11"" x 8.5"" (landscape))",0,2,3
Five Torches Deep,https://www.drivethrurpg.com/en/product/264584/five-torches-deep,48.0,9/14/19,"Basic/BECMI or OD&D, 5e-compatible, Old-School Revival (OSR)","Sep 14, 2019",31.7,1,0,1,1,1,"PDF + Softcover, Premium Color Book (11"" x 8.5"" (landscape))",0,2,3
The Lazy DM's Workbook,https://www.drivethrurpg.com/en/product/257500/the-lazy-dm-s-workbook,55.0,10/30/18,5e-compatible,"May 17, 2022",6.0,0,0,0,1,0,PDF,0,1,0
The Lazy DM's Workbook,https://www.drivethrurpg.com/en/product/257500/the-lazy-dm-s-workbook,55.0,10/30/18,5e-compatible,"May 17, 2022",14.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,0
The Lazy DM's Workbook,https://www.drivethrurpg.com/en/product/257500/the-lazy-dm-s-workbook,55.0,10/30/18,5e-compatible,"May 17, 2022",20.99,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,0
The Science Spellbook,https://www.drivethrurpg.com/en/product/458365/the-science-spellbook,34.0,11/3/23,5e-compatible,"Dec 27, 2023",,0,0,0,1,0,PDF,0,1,3
5e: HARDCORE MODE,https://www.drivethrurpg.com/en/product/303156/5e-hardcore-mode,22.0,2/11/20,D&D-OGL,"Aug 4, 2020",3.5,0,0,0,1,0,Watermarked PDF,0,1,3
5e: HARDCORE MODE,https://www.drivethrurpg.com/en/product/303156/5e-hardcore-mode,22.0,2/11/20,D&D-OGL,"Aug 4, 2020",15.0,0,1,0,0,0,"Hardcover, B&W Book (5.5"" x 8.5"")",0,1,3
5e: HARDCORE MODE,https://www.drivethrurpg.com/en/product/303156/5e-hardcore-mode,22.0,2/11/20,D&D-OGL,"Aug 4, 2020",18.5,0,1,0,1,0,"PDF + Hardcover, B&W Book (5.5"" x 8.5"")",0,1,3
The Spell Writing Guide,https://www.drivethrurpg.com/en/product/429711/the-spell-writing-guide,152.0,3/13/23,"Any system / system-agnostic, 5e-compatible","Apr 1, 2023",,0,0,0,1,0,PDF,0,1,0
The Book of Random Tables: Vikings,https://www.drivethrurpg.com/en/product/479809/the-book-of-random-tables-vikings,46.0,5/9/24,"Any system / system-agnostic, Dungeons & Dragons, Pathfinder / Starfinder","May 4, 2024",4.99,0,0,0,1,0,Watermarked PDF,0,1,0
The Secret World,https://www.drivethrurpg.com/en/product/472546/the-secret-world,,4/20/24,Dungeons & Dragons,"Apr 6, 2024",30.0,0,0,0,1,0,PDF,0,7,3
The Secret World,https://www.drivethrurpg.com/en/product/472546/the-secret-world,,4/20/24,Dungeons & Dragons,"Apr 6, 2024",60.0,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 11"")",0,7,3
The Secret World,https://www.drivethrurpg.com/en/product/472546/the-secret-world,,4/20/24,Dungeons & Dragons,"Apr 6, 2024",90.0,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 11"")",0,7,3
How to Make a Fantasy Sandbox,https://www.drivethrurpg.com/en/product/470041/how-to-make-a-fantasy-sandbox,180.0,4/12/24,"Basic/BECMI or OD&D, 5e-compatible, Swords & Wizardry","Mar 17, 2024",14.99,0,0,0,1,0,PDF,0,1,3
How to Make a Fantasy Sandbox,https://www.drivethrurpg.com/en/product/470041/how-to-make-a-fantasy-sandbox,180.0,4/12/24,"Basic/BECMI or OD&D, 5e-compatible, Swords & Wizardry","Mar 17, 2024",19.99,1,0,0,0,1,"Softcover, Standard Color Book (5.5"" x 8.5"")",0,1,3
How to Make a Fantasy Sandbox,https://www.drivethrurpg.com/en/product/470041/how-to-make-a-fantasy-sandbox,180.0,4/12/24,"Basic/BECMI or OD&D, 5e-compatible, Swords & Wizardry","Mar 17, 2024",24.99,0,1,0,0,1,"Hardcover, Standard Color Book (5.5"" x 8.5"")",0,1,3
How to Make a Fantasy Sandbox,https://www.drivethrurpg.com/en/product/470041/how-to-make-a-fantasy-sandbox,180.0,4/12/24,"Basic/BECMI or OD&D, 5e-compatible, Swords & Wizardry","Mar 17, 2024",34.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (5.5"" x 8.5"")",0,1,3
How to Make a Fantasy Sandbox,https://www.drivethrurpg.com/en/product/470041/how-to-make-a-fantasy-sandbox,180.0,4/12/24,"Basic/BECMI or OD&D, 5e-compatible, Swords & Wizardry","Mar 17, 2024",39.98,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (5.5"" x 8.5"")",0,1,3
Beyond the Wall - A Kingless Realm,https://www.drivethrurpg.com/en/product/465615/beyond-the-wall-a-kingless-realm,185.0,12/31/23,"Dungeons & Dragons, Old-School Revival (OSR)","Jan 6, 2024",7.99,0,0,0,1,0,PDF,0,2,5
Beyond the Wall - A Kingless Realm,https://www.drivethrurpg.com/en/product/465615/beyond-the-wall-a-kingless-realm,185.0,12/31/23,"Dungeons & Dragons, Old-School Revival (OSR)","Jan 6, 2024",29.99,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 11"")",0,2,5
Beyond the Wall - A Kingless Realm,https://www.drivethrurpg.com/en/product/465615/beyond-the-wall-a-kingless-realm,185.0,12/31/23,"Dungeons & Dragons, Old-School Revival (OSR)","Jan 6, 2024",37.98,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 11"")",0,2,5
The Lazy DM's Companion,https://www.drivethrurpg.com/en/product/383885/the-lazy-dm-s-companion,64.0,2/1/22,5e-compatible,"Apr 12, 2022",9.99,0,0,0,1,0,PDF,0,1,6
The Lazy DM's Companion,https://www.drivethrurpg.com/en/product/383885/the-lazy-dm-s-companion,64.0,2/1/22,5e-compatible,"Apr 12, 2022",24.99,1,0,1,0,1,"Softcover, Premium Color Book (8.5"" x 11"")",0,1,6
The Lazy DM's Companion,https://www.drivethrurpg.com/en/product/383885/the-lazy-dm-s-companion,64.0,2/1/22,5e-compatible,"Apr 12, 2022",34.98,1,0,1,1,1,"PDF + Softcover, Premium Color Book (8.5"" x 11"")",0,1,6
Just Another Goblin Cave,https://www.drivethrurpg.com/en/product/478696/just-another-goblin-cave,4.0,5/19/24,"Classic D&D/AD&D, Other OSR Games","Apr 24, 2024",2.0,0,0,0,1,0,PDF,0,1,2
Broken Weave: Corebook,https://www.drivethrurpg.com/en/product/348170/broken-weave-corebook,304.0,3/14/24,5e-compatible,"Mar 25, 2024",29.99,0,0,0,1,0,PDF,0,16,13
Vault 5e: A Life Well Lived,https://www.drivethrurpg.com/en/product/464636/vault-5e-a-life-well-lived,144.0,2/27/24,5e-compatible,"Feb 27, 2024",27.99,0,0,0,1,0,PDF,0,9,15
The Black Wyrm of Brandonsford,https://www.drivethrurpg.com/en/product/327744/the-black-wyrm-of-brandonsford,18.0,9/11/20,"Basic/BECMI or OD&D, Old-School Revival (OSR)","Oct 25, 2021",4.99,0,0,0,1,0,PDF,0,1,0
The Black Wyrm of Brandonsford,https://www.drivethrurpg.com/en/product/327744/the-black-wyrm-of-brandonsford,18.0,9/11/20,"Basic/BECMI or OD&D, Old-School Revival (OSR)","Oct 25, 2021",8.99,1,0,0,0,0,"Softcover, B&W Book (8.5"" x 11"")",0,1,0
The Black Wyrm of Brandonsford,https://www.drivethrurpg.com/en/product/327744/the-black-wyrm-of-brandonsford,18.0,9/11/20,"Basic/BECMI or OD&D, Old-School Revival (OSR)","Oct 25, 2021",13.98,1,0,0,1,0,"PDF + Softcover, B&W Book (8.5"" x 11"")",0,1,0
The Black Hack Second Edition,https://www.drivethrurpg.com/en/product/255088/the-black-hack-second-edition,126.0,10/16/18,"D&D-OGL, Old-School Revival (OSR)","Jan 19, 2019",6.0,0,0,0,1,0,Watermarked PDF,0,1,4
Old-School Essentials Adventure Anthology 1,https://www.drivethrurpg.com/en/product/457564/old-school-essentials-adventure-anthology-1,64.0,3/13/24,"Basic/BECMI or OD&D, Old-School Essentials","Mar 8, 2024",10.0,0,0,0,1,0,PDF,0,5,4
Adventures in the Household - Quickstart,https://www.drivethrurpg.com/en/product/471662/adventures-in-the-household-quickstart,104.0,2/22/24,5e-compatible,"Feb 22, 2024",,0,0,0,1,0,PDF,0,3,6
100 Things to Find in an Alchemy Lab (5E),https://www.drivethrurpg.com/en/product/480369/100-things-to-find-in-an-alchemy-lab-5e,11.0,5/11/24,5e-compatible,"May 8, 2024",1.79,0,0,0,1,0,PDF,0,1,2
Minsc and Boo's Journal of Villainy (5e),https://www.drivethrurpg.com/en/product/365114/minsc-and-boo-s-journal-of-villainy-5e,158.0,10/5/21,5e,"May 13, 2024",14.99,0,0,0,1,0,PDF,0,1,6
Minsc and Boo's Journal of Villainy (5e),https://www.drivethrurpg.com/en/product/365114/minsc-and-boo-s-journal-of-villainy-5e,158.0,10/5/21,5e,"May 13, 2024",39.99,1,0,1,0,1,"Softcover, Premium Color Book (8.5"" x 11"")",0,1,6
Minsc and Boo's Journal of Villainy (5e),https://www.drivethrurpg.com/en/product/365114/minsc-and-boo-s-journal-of-villainy-5e,158.0,10/5/21,5e,"May 13, 2024",49.99,0,1,1,0,1,"Hardcover, Premium Color Book (8.5"" x 11"")",0,1,6
Minsc and Boo's Journal of Villainy (5e),https://www.drivethrurpg.com/en/product/365114/minsc-and-boo-s-journal-of-villainy-5e,158.0,10/5/21,5e,"May 13, 2024",24.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,1,6
Minsc and Boo's Journal of Villainy (5e),https://www.drivethrurpg.com/en/product/365114/minsc-and-boo-s-journal-of-villainy-5e,158.0,10/5/21,5e,"May 13, 2024",34.99,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 11"")",0,1,6
Minsc and Boo's Journal of Villainy (5e),https://www.drivethrurpg.com/en/product/365114/minsc-and-boo-s-journal-of-villainy-5e,158.0,10/5/21,5e,"May 13, 2024",54.98,1,0,1,1,1,"PDF + Softcover, Premium Color Book (8.5"" x 11"")",0,1,6
Minsc and Boo's Journal of Villainy (5e),https://www.drivethrurpg.com/en/product/365114/minsc-and-boo-s-journal-of-villainy-5e,158.0,10/5/21,5e,"May 13, 2024",64.98,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (8.5"" x 11"")",0,1,6
Minsc and Boo's Journal of Villainy (5e),https://www.drivethrurpg.com/en/product/365114/minsc-and-boo-s-journal-of-villainy-5e,158.0,10/5/21,5e,"May 13, 2024",39.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,1,6
Minsc and Boo's Journal of Villainy (5e),https://www.drivethrurpg.com/en/product/365114/minsc-and-boo-s-journal-of-villainy-5e,158.0,10/5/21,5e,"May 13, 2024",49.98,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 11"")",0,1,6
Divine Design: Creating Statblocks for Gods in 5E,https://www.drivethrurpg.com/en/product/480650/divine-design-creating-statblocks-for-gods-in-5e,118.0,5/10/24,5e-compatible,"May 10, 2024",12.99,0,0,0,1,0,PDF,0,1,1
Book of Hexcrawl: Part One,https://www.drivethrurpg.com/en/product/474571/book-of-hexcrawl-part-one,17.0,3/18/24,5e-compatible,"Mar 18, 2024",4.99,0,0,0,1,0,PDF,0,2,3
Ilde Iceseeker — People of the Vale,https://www.drivethrurpg.com/en/product/475218/ilde-iceseeker-people-of-the-vale,9.0,5/8/24,5e-compatible,"Mar 23, 2024",1.99,0,0,0,1,0,PDF,0,1,0
D&D Rules Cyclopedia (Basic),https://www.drivethrurpg.com/en/product/17171/d-d-rules-cyclopedia-basic,304.0,7/2/13,Basic/BECMI or OD&D,"Mar 21, 2018",9.99,0,0,0,1,0,Watermarked PDF,0,2,2
D&D Rules Cyclopedia (Basic),https://www.drivethrurpg.com/en/product/17171/d-d-rules-cyclopedia-basic,304.0,7/2/13,Basic/BECMI or OD&D,"Mar 21, 2018",24.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,2,2
D&D Rules Cyclopedia (Basic),https://www.drivethrurpg.com/en/product/17171/d-d-rules-cyclopedia-basic,304.0,7/2/13,Basic/BECMI or OD&D,"Mar 21, 2018",29.99,0,1,0,0,1,"Hardcover, Standard Color Book (8.5"" x 11"")",0,2,2
D&D Rules Cyclopedia (Basic),https://www.drivethrurpg.com/en/product/17171/d-d-rules-cyclopedia-basic,304.0,7/2/13,Basic/BECMI or OD&D,"Mar 21, 2018",34.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,2,2
D&D Rules Cyclopedia (Basic),https://www.drivethrurpg.com/en/product/17171/d-d-rules-cyclopedia-basic,304.0,7/2/13,Basic/BECMI or OD&D,"Mar 21, 2018",39.98,0,1,0,1,1,"PDF + Hardcover, Standard Color Book (8.5"" x 11"")",0,2,2
Carcass Crawler: Issue Three,https://www.drivethrurpg.com/en/product/398472/carcass-crawler-issue-three,32.0,4/5/23,"Basic/BECMI or OD&D, Old-School Essentials","Jul 6, 2022",7.5,0,0,0,1,0,PDF,0,1,7
Old-School Essentials Adventure Anthology 2,https://www.drivethrurpg.com/en/product/461807/old-school-essentials-adventure-anthology-2,64.0,3/13/24,"Basic/BECMI or OD&D, Old-School Essentials","Mar 8, 2024",10.0,0,0,0,1,0,PDF,0,4,7
"Deck of Old-School Encounters Set Three, Systemless Fantasy RPG Cards",https://www.drivethrurpg.com/en/product/467404/deck-of-old-school-encounters-set-three-systemless-fantasy-rpg-cards,72.0,3/24/24,"Dungeons & Dragons, Old-School Revival (OSR)","Mar 10, 2024",4.95,0,0,0,1,0,PDF,0,1,0
"Deck of Old-School Encounters Set Three, Systemless Fantasy RPG Cards",https://www.drivethrurpg.com/en/product/467404/deck-of-old-school-encounters-set-three-systemless-fantasy-rpg-cards,72.0,3/24/24,"Dungeons & Dragons, Old-School Revival (OSR)","Mar 10, 2024",22.95,0,0,1,0,0,Premium US Poker Card(s) in Tuckbox,0,1,0
"Deck of Old-School Encounters Set Three, Systemless Fantasy RPG Cards",https://www.drivethrurpg.com/en/product/467404/deck-of-old-school-encounters-set-three-systemless-fantasy-rpg-cards,72.0,3/24/24,"Dungeons & Dragons, Old-School Revival (OSR)","Mar 10, 2024",27.9,0,0,1,1,0,PDF + Premium US Poker Card(s) in Tuckbox,0,1,0
Fantastic Lairs: 23 Boss Battles for your 5e RPG,https://www.drivethrurpg.com/en/product/338506/fantastic-lairs-23-boss-battles-for-your-5e-rpg,147.0,2/3/21,5e-compatible,"Feb 19, 2023",14.99,0,0,0,1,0,PDF,0,3,10
Fantastic Lairs: 23 Boss Battles for your 5e RPG,https://www.drivethrurpg.com/en/product/338506/fantastic-lairs-23-boss-battles-for-your-5e-rpg,147.0,2/3/21,5e-compatible,"Feb 19, 2023",47.99,0,1,1,0,1,"Hardcover, Premium Color Book (8.5"" x 11"")",0,3,10
Fantastic Lairs: 23 Boss Battles for your 5e RPG,https://www.drivethrurpg.com/en/product/338506/fantastic-lairs-23-boss-battles-for-your-5e-rpg,147.0,2/3/21,5e-compatible,"Feb 19, 2023",29.99,1,0,0,0,1,"Softcover, Standard Color Book (8.5"" x 11"")",0,3,10
Fantastic Lairs: 23 Boss Battles for your 5e RPG,https://www.drivethrurpg.com/en/product/338506/fantastic-lairs-23-boss-battles-for-your-5e-rpg,147.0,2/3/21,5e-compatible,"Feb 19, 2023",62.98,0,1,1,1,1,"PDF + Hardcover, Premium Color Book (8.5"" x 11"")",0,3,10
Fantastic Lairs: 23 Boss Battles for your 5e RPG,https://www.drivethrurpg.com/en/product/338506/fantastic-lairs-23-boss-battles-for-your-5e-rpg,147.0,2/3/21,5e-compatible,"Feb 19, 2023",44.98,1,0,0,1,1,"PDF + Softcover, Standard Color Book (8.5"" x 11"")",0,3,10
The Fantasy Campaign Quick Builder: GM Toolkit,https://www.drivethrurpg.com/en/product/471468/the-fantasy-campaign-quick-builder-gm-toolkit,9.0,2/19/24,"Dungeons & Dragons, Old-School Revival (OSR)","Feb 19, 2024",2.0,0,0,0,1,0,Watermarked PDF,0,1,2
